OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
9883,06,075,015802,1400000US06075015802,06075015802,158.02,San Francisco,CA,Califor,"Census Tract 158.02, San Francisco County, Calif","3,412.00",225.00,"1,073.00",0.73,0.20,0.73,0.30,0.00,0.37,0.98,0.71,2.07,0.58,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.88,0.07,1.33,0.29,0.79,0.48,0.00,1.27,0.61,0.74,0.74,0.74,6.27,0.54,0.58,0.58,0.58,0.24,0.09,0.47,0.97,0.27,0.16,0.32,2.52,0.29,0.19,0.05,0.35,0.35,0.94,0.03,0.00,0.76,0.76,0.45,4.81,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.54,1.70,36.18,0.00,100.00,0.00,0.00,0.00,0.00,100.00,90.53,15.58,100.00,47.96,0.00,87.95,37.30,17.38,2.60,4.60,38.90,20.00,2.80,11.50,10.20,9.80,10.40,0.60,0.00,1.70,18.90,8.10,4.30,10.50,4.90,0.03,0.09,0.09,0.02,0.12,"2,097.51","170,432.17"
9884,06,075,015900,1400000US06075015900,06075015900,159,San Francisco,CA,Califor,"Census Tract 159, San Francisco County, Californ","4,832.00",493.00,"3,081.00",1.10,0.41,1.10,0.59,0.00,0.39,0.98,0.73,2.10,0.59,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.37,0.02,0.78,0.03,0.63,0.77,0.00,1.40,0.68,0.74,0.74,0.74,5.87,0.45,0.80,0.80,0.80,0.46,0.33,0.27,0.95,0.61,0.67,0.34,3.61,0.53,0.67,0.06,0.45,0.84,2.02,0.51,0.52,0.77,1.29,0.77,7.72,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,1.74,36.48,0.00,100.00,0.00,0.00,0.00,0.00,100.00,50.55,16.83,67.67,100.00,0.00,87.95,69.40,27.73,6.60,3.20,33.50,29.67,10.00,12.00,18.60,10.40,11.70,7.90,0.90,1.80,26.40,7.70,5.90,9.90,8.60,0.19,0.04,0.33,0.23,0.08,"2,410.16","292,941.07"
9885,06,075,016000,1400000US06075016000,06075016000,160,San Francisco,CA,Califor,"Census Tract 160, San Francisco County, Californ","2,562.00",233.00,"3,438.00",0.99,0.35,0.99,0.51,0.00,0.40,0.98,0.80,2.18,0.61,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.31,0.01,0.71,0.02,0.67,0.77,0.00,1.43,0.70,0.74,0.74,0.74,5.91,0.46,0.68,0.68,0.68,0.51,0.38,0.23,0.99,0.66,0.43,0.65,3.86,0.58,0.91,0.02,0.72,0.84,2.49,0.86,0.00,0.00,0.00,0.00,7.02,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.65,1.80,38.37,0.00,100.00,0.00,0.00,0.00,0.00,100.00,45.02,17.67,77.06,100.00,0.00,87.95,49.40,30.68,7.40,2.90,50.00,31.77,6.10,21.20,25.60,1.90,15.80,7.80,0.00,0.00,28.70,7.70,6.40,10.20,9.90,0.31,0.04,0.43,0.40,0.10,"1,768.81","158,530.68"
9886,06,075,016100,1400000US06075016100,06075016100,161,San Francisco,CA,Califor,"Census Tract 161, San Francisco County, Californ","5,340.00",559.00,"2,729.00",2.06,0.84,1.46,0.82,0.00,0.39,0.98,0.73,2.10,0.59,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.60,0.09,1.07,0.11,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.31,0.55,0.85,0.85,0.85,0.89,0.62,0.73,0.99,0.90,0.42,0.82,5.37,0.87,0.87,0.07,0.98,0.97,2.90,0.98,0.00,0.51,0.51,0.25,9.62,0.91,1.00,1.00,0.00,0.00,1.00,3.00,0.60,0.00,8.60,1.77,36.53,0.00,100.00,0.00,0.00,0.00,0.00,100.00,69.64,15.29,100.00,100.00,0.00,87.95,79.10,57.86,12.70,7.10,46.20,45.80,5.90,28.20,23.40,11.70,27.90,23.90,0.00,0.30,38.20,10.50,7.40,14.20,15.90,0.81,0.70,0.66,0.89,0.53,"2,590.47","368,907.71"
9887,06,075,016200,1400000US06075016200,06075016200,162,San Francisco,CA,Califor,"Census Tract 162, San Francisco County, Californ","3,278.00",232.00,"6,553.00",0.79,0.23,0.79,0.34,0.00,0.39,0.98,0.78,2.15,0.61,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.56,0.02,0.96,0.07,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.26,0.54,0.63,0.63,0.63,0.28,0.03,0.12,0.99,0.56,0.08,0.32,2.39,0.26,0.18,0.02,0.62,0.74,1.55,0.17,0.00,0.67,0.67,0.38,5.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.61,1.80,37.85,0.00,100.00,0.00,0.00,0.00,0.00,100.00,66.06,16.83,100.00,100.00,0.00,87.95,43.30,19.37,1.10,2.10,47.20,28.28,1.90,11.40,9.90,3.40,14.10,4.30,0.00,0.90,21.80,7.70,4.80,10.40,6.10,0.05,0.04,0.15,0.04,0.11,"2,204.70","272,557.99"
9888,06,075,016300,1400000US06075016300,06075016300,163,San Francisco,CA,Califor,"Census Tract 163, San Francisco County, Californ","4,658.00",356.00,"1,466.00",0.84,0.26,0.84,0.38,0.00,0.38,0.98,0.73,2.10,0.59,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.87,0.10,1.35,0.30,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.59,0.61,0.62,0.62,0.62,0.17,0.23,0.29,0.95,0.06,0.08,0.20,1.98,0.19,0.13,0.06,0.17,0.68,1.04,0.04,0.52,0.86,1.39,0.82,5.03,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.57,1.75,36.70,0.00,100.00,0.00,0.00,0.00,0.00,100.00,89.71,15.11,100.00,100.00,0.00,87.95,41.50,13.97,4.90,3.30,34.90,13.24,1.80,8.40,8.70,11.20,7.80,3.20,0.90,3.50,19.90,8.20,4.10,10.70,5.40,0.03,0.10,0.07,0.03,0.14,"2,009.93","246,058.00"
9889,06,075,016400,1400000US06075016400,06075016400,164,San Francisco,CA,Califor,"Census Tract 164, San Francisco County, Californ","4,008.00",339.00,"2,631.00",0.60,0.14,0.60,0.21,0.00,0.37,0.98,0.71,2.06,0.57,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.86,0.01,1.26,0.23,0.79,0.55,0.00,1.34,0.64,0.74,0.74,0.74,6.25,0.54,0.52,0.52,0.52,0.06,0.09,0.04,0.95,0.04,0.23,0.03,1.45,0.10,0.13,0.05,0.02,0.55,0.74,0.02,0.00,0.90,0.90,0.56,3.60,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.53,1.71,36.10,0.00,100.00,0.00,0.00,0.00,0.00,100.00,89.46,17.75,100.00,62.24,0.00,87.95,31.30,7.83,2.50,1.20,34.60,11.76,3.70,2.70,8.70,9.00,3.60,1.70,0.00,4.80,18.20,7.90,4.30,10.20,4.60,0.02,0.06,0.09,0.02,0.10,"2,307.65","308,946.13"
9890,06,075,016500,1400000US06075016500,06075016500,165,San Francisco,CA,Califor,"Census Tract 165, San Francisco County, Californ","5,267.00",537.00,"4,336.00",0.89,0.29,0.89,0.43,0.00,0.36,0.96,0.58,1.91,0.52,0.00,0.59,0.00,0.89,0.00,0.00,1.47,0.67,0.39,0.87,0.14,1.39,0.34,0.69,0.24,0.00,0.93,0.45,0.70,0.70,0.70,6.40,0.57,0.51,0.51,0.51,0.27,0.27,0.63,0.92,0.30,0.01,0.41,2.81,0.35,0.39,0.05,0.28,0.77,1.49,0.14,0.00,0.94,0.94,0.60,5.74,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.48,1.39,32.99,0.00,31.59,0.00,43.42,0.00,0.00,100.00,89.76,14.58,81.58,8.38,0.00,82.87,30.60,18.83,5.60,5.90,29.70,20.81,0.50,13.90,13.80,9.20,9.50,5.30,0.00,8.20,19.80,8.40,4.90,10.90,5.50,0.03,0.14,0.16,0.03,0.16,"2,969.19","371,364.30"
9891,06,075,016600,1400000US06075016600,06075016600,166,San Francisco,CA,Califor,"Census Tract 166, San Francisco County, Californ","5,691.00",800.00,"3,855.00",0.54,0.11,0.54,0.17,0.00,0.36,0.96,0.55,1.87,0.50,0.00,0.62,0.00,0.95,0.00,0.00,1.56,0.71,0.39,0.92,0.02,1.33,0.28,0.74,0.18,0.00,0.92,0.45,0.44,0.44,0.44,6.12,0.51,0.44,0.44,0.44,0.15,0.05,0.06,0.95,0.09,0.16,0.04,1.50,0.11,0.15,0.03,0.07,0.29,0.53,0.01,0.00,0.71,0.71,0.41,3.18,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.46,1.34,32.35,0.00,38.24,0.00,80.20,0.00,0.00,100.00,93.50,17.17,93.68,0.92,0.00,37.99,24.60,13.02,1.80,1.40,33.50,14.60,2.80,3.40,9.20,4.70,5.90,0.40,0.00,1.20,16.90,8.10,3.90,10.70,4.20,0.02,0.09,0.05,0.01,0.14,"2,994.81","342,415.13"
9892,06,075,016700,1400000US06075016700,06075016700,167,San Francisco,CA,Califor,"Census Tract 167, San Francisco County, Californ","5,376.00",380.00,"1,895.00",0.78,0.23,0.78,0.34,0.00,0.37,0.98,0.70,2.05,0.57,0.00,0.86,0.00,0.80,0.00,0.00,1.66,0.74,0.39,0.88,0.04,1.30,0.26,0.79,0.50,0.00,1.29,0.62,0.74,0.74,0.74,7.03,0.71,0.54,0.54,0.54,0.14,0.18,0.34,0.93,0.05,0.21,0.00,1.86,0.17,0.04,0.05,0.13,0.32,0.54,0.01,0.00,0.79,0.79,0.47,3.73,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,1.68,35.90,0.00,100.00,0.00,14.87,0.00,0.00,100.00,90.41,16.25,100.00,52.23,0.00,87.95,33.20,12.55,4.10,3.70,31.70,12.60,3.40,0.00,5.80,9.40,7.10,0.50,0.00,2.10,17.00,8.00,3.90,10.70,4.30,0.02,0.07,0.05,0.01,0.14,"3,403.02","491,362.66"
9893,06,075,016801,1400000US06075016801,06075016801,168.01,San Francisco,CA,Califor,"Census Tract 168.01, San Francisco County, Calif","4,145.00",291.00,"5,008.00",0.65,0.16,0.65,0.24,0.00,0.38,0.98,0.73,2.09,0.58,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.66,0.03,1.07,0.11,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.31,0.55,0.61,0.61,0.61,0.24,0.20,0.10,0.96,0.37,0.44,0.17,2.48,0.28,0.03,0.04,0.07,0.76,0.89,0.03,0.00,0.00,0.00,0.00,3.97,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.55,1.74,36.61,0.00,100.00,0.00,0.00,0.00,0.00,100.00,74.28,16.61,100.00,100.00,0.00,87.95,40.40,17.30,4.40,1.90,37.00,22.51,6.20,7.50,5.20,7.20,5.80,4.80,0.00,0.00,18.70,8.00,3.90,11.10,4.90,0.02,0.07,0.05,0.02,0.18,"2,088.15","236,144.78"
9894,06,075,016802,1400000US06075016802,06075016802,168.02,San Francisco,CA,Califor,"Census Tract 168.02, San Francisco County, Calif","3,622.00",319.00,"2,040.00",0.92,0.30,0.92,0.44,0.00,0.38,0.98,0.73,2.09,0.59,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.54,0.02,0.95,0.07,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.19,0.52,0.68,0.68,0.68,0.29,0.30,0.30,0.99,0.45,0.55,0.19,3.07,0.40,0.20,0.05,0.55,0.78,1.58,0.18,0.00,0.86,0.86,0.52,6.19,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.58,1.77,36.48,0.00,100.00,0.00,0.00,0.00,0.00,100.00,65.03,17.00,100.00,100.00,0.00,87.95,50.30,19.99,6.10,3.40,44.30,24.73,7.80,8.10,10.30,9.70,13.10,5.50,0.00,3.30,20.90,8.40,4.10,11.70,5.90,0.04,0.14,0.07,0.04,0.24,"2,536.96","204,614.87"
9895,06,075,016900,1400000US06075016900,06075016900,169,San Francisco,CA,Califor,"Census Tract 169, San Francisco County, Californ","3,254.00",241.00,"2,271.00",0.77,0.22,0.77,0.33,0.00,0.37,0.98,0.72,2.06,0.58,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.91,0.05,1.35,0.30,0.79,0.76,0.00,1.55,0.78,0.74,0.74,0.74,6.56,0.61,0.58,0.58,0.58,0.16,0.06,0.84,0.96,0.36,0.14,0.17,2.69,0.32,0.10,0.06,0.11,0.44,0.71,0.02,0.00,0.62,0.62,0.34,4.60,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.51,1.69,36.31,0.00,100.00,0.00,0.00,0.00,0.00,100.00,92.81,16.00,100.00,99.88,0.00,87.95,37.80,13.52,2.00,9.00,36.90,22.33,2.60,7.40,7.80,11.10,6.80,1.00,0.00,0.60,19.80,7.50,4.70,9.80,5.20,0.03,0.03,0.14,0.02,0.07,"2,620.89","295,846.67"
9896,06,075,017000,1400000US06075017000,06075017000,170,San Francisco,CA,Califor,"Census Tract 170, San Francisco County, Californ","4,287.00",256.00,"1,438.00",0.67,0.17,0.67,0.26,0.00,0.36,0.98,0.70,2.03,0.56,0.00,0.80,0.00,0.88,0.00,0.00,1.69,0.75,0.39,0.81,0.06,1.26,0.23,0.79,0.31,0.00,1.10,0.53,0.69,0.69,0.69,6.77,0.65,0.50,0.50,0.50,0.03,0.02,0.11,0.86,0.02,0.02,0.12,1.18,0.07,0.40,0.05,0.25,0.35,1.05,0.05,0.00,0.00,0.00,0.00,2.74,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,1.64,35.81,0.00,92.57,0.00,42.07,0.00,0.00,100.00,86.13,15.78,100.00,17.18,0.00,81.86,29.70,5.41,1.00,2.00,25.00,9.80,0.70,6.00,14.10,8.90,9.10,0.60,0.00,0.00,22.90,7.00,6.30,8.20,5.80,0.07,0.01,0.41,0.04,0.01,"3,020.89","477,560.69"
9897,06,075,017101,1400000US06075017101,06075017101,171.01,San Francisco,CA,Califor,"Census Tract 171.01, San Francisco County, Calif","4,113.00",337.00,"1,286.00",0.54,0.11,0.54,0.17,0.00,0.35,0.97,0.63,1.96,0.54,0.00,0.59,0.00,0.98,0.00,0.00,1.57,0.71,0.39,0.97,0.14,1.49,0.44,0.79,0.00,0.00,0.79,0.37,0.32,0.32,0.32,6.13,0.51,0.42,0.42,0.42,0.06,0.03,0.24,0.84,0.05,0.06,0.02,1.31,0.09,0.22,0.18,0.07,0.00,0.47,0.01,0.00,0.83,0.83,0.50,3.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.44,1.52,34.23,0.00,30.86,0.00,100.00,0.00,0.00,100.00,96.88,14.56,100.00,0.00,0.00,21.58,23.10,7.51,1.30,3.00,23.70,12.30,1.60,2.40,10.70,16.60,6.00,0.00,0.00,2.70,19.90,7.90,5.50,9.40,5.00,0.03,0.06,0.26,0.02,0.05,"2,664.68","307,268.29"
9898,06,075,017102,1400000US06075017102,06075017102,171.02,San Francisco,CA,Califor,"Census Tract 171.02, San Francisco County, Calif","4,095.00",354.00,"1,978.00",0.29,0.03,0.29,0.05,0.00,0.35,0.81,0.29,1.45,0.32,0.00,0.00,0.00,0.98,0.00,0.00,0.98,0.54,0.39,0.97,0.01,1.37,0.32,0.69,0.00,0.00,0.69,0.27,0.28,0.28,0.28,4.77,0.21,0.51,0.51,0.51,0.20,0.05,0.33,0.84,0.03,0.05,0.04,1.54,0.12,0.20,0.23,0.01,0.66,1.10,0.05,0.00,0.62,0.62,0.34,3.77,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,0.71,26.44,0.00,0.00,0.00,100.00,0.00,0.00,100.00,96.87,17.33,81.69,0.00,0.00,16.80,30.70,15.51,1.70,3.60,23.90,10.84,1.30,3.20,10.40,17.90,3.20,2.90,0.00,0.60,18.80,8.10,4.70,10.10,4.70,0.02,0.09,0.14,0.02,0.09,"2,324.07","292,735.17"
9899,06,075,017601,1400000US06075017601,06075017601,176.01,San Francisco,CA,Califor,"Census Tract 176.01, San Francisco County, Calif","10,343.00",871.00,"18,929.00",0.93,0.31,0.93,0.46,0.00,0.41,0.98,0.80,2.19,0.62,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.32,0.01,0.71,0.02,0.79,0.77,0.00,1.56,0.78,0.33,0.33,0.33,5.64,0.39,0.84,0.84,0.84,0.48,0.35,0.04,1.00,0.79,0.28,0.71,3.65,0.53,0.19,0.05,0.75,0.89,1.89,0.40,0.00,0.71,0.71,0.41,7.08,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.68,1.88,38.43,0.00,100.00,0.00,0.00,0.00,0.00,100.00,45.48,17.87,100.00,100.00,0.00,22.68,76.90,28.85,6.90,1.10,54.40,37.96,4.30,23.20,10.20,10.10,16.40,11.70,0.00,1.20,29.20,8.20,4.60,12.30,11.00,0.34,0.10,0.12,0.54,0.30,"3,980.96","629,402.59"
9900,06,075,017700,1400000US06075017700,06075017700,177,San Francisco,CA,Califor,"Census Tract 177, San Francisco County, Californ","1,915.00",152.00,"20,372.00",0.69,0.18,0.69,0.27,0.00,0.39,0.98,0.78,2.15,0.60,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.65,0.01,1.04,0.10,0.79,0.77,0.00,1.56,0.78,0.32,0.32,0.32,5.93,0.46,0.77,0.77,0.77,0.32,0.44,0.26,0.92,0.16,0.36,0.28,2.74,0.33,0.07,0.09,0.03,0.81,1.00,0.04,0.00,0.59,0.59,0.32,5.11,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.59,1.80,37.94,0.00,100.00,0.00,0.00,0.00,0.00,100.00,74.06,18.17,100.00,100.00,0.00,22.11,65.00,21.35,8.60,3.10,30.20,16.94,5.20,10.50,7.00,13.00,4.70,6.50,0.00,0.50,20.30,7.60,3.80,11.20,6.20,0.04,0.03,0.05,0.05,0.19,"4,675.23","894,947.51"
9901,06,075,017801,1400000US06075017801,06075017801,178.01,San Francisco,CA,Califor,"Census Tract 178.01, San Francisco County, Calif","3,891.00",325.00,"6,671.00",1.70,0.71,1.10,0.59,0.00,0.42,0.99,0.80,2.20,0.62,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.20,0.08,0.67,0.01,0.79,0.77,0.00,1.56,0.78,0.32,0.32,0.32,5.61,0.39,0.81,0.81,0.81,0.80,0.96,0.17,0.99,0.41,0.05,0.96,4.35,0.69,0.99,0.02,1.00,0.99,3.01,0.99,0.00,0.00,0.00,0.00,8.17,0.71,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.00,8.73,1.95,38.51,0.00,100.00,0.00,0.00,0.00,0.00,100.00,33.05,15.42,100.00,100.00,0.00,22.12,71.90,48.01,36.20,2.50,49.80,23.73,1.40,43.20,46.80,4.20,34.60,35.20,0.00,0.00,45.50,7.60,9.50,10.10,21.80,0.95,0.03,0.95,0.98,0.09,"1,881.91","214,072.27"
9902,06,075,017802,1400000US06075017802,06075017802,178.02,San Francisco,CA,Califor,"Census Tract 178.02, San Francisco County, Calif","6,367.00",663.00,"7,606.00",0.98,0.34,0.98,0.50,0.00,0.40,0.98,0.80,2.18,0.62,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.26,0.04,0.68,0.01,0.79,0.77,0.00,1.56,0.78,0.32,0.32,0.32,5.60,0.38,0.78,0.78,0.78,0.71,0.47,0.36,0.95,0.67,0.34,0.63,4.14,0.64,0.06,0.05,0.59,0.86,1.56,0.17,0.00,0.93,0.93,0.59,7.41,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.66,1.87,38.41,0.00,100.00,0.00,0.00,0.00,0.00,100.00,39.33,16.25,100.00,100.00,0.00,21.92,66.90,41.78,9.30,3.80,33.50,32.33,5.00,20.50,6.50,9.30,13.60,9.40,0.00,6.90,25.50,8.50,4.10,13.30,9.20,0.15,0.16,0.07,0.31,0.42,"3,415.64","509,914.23"
9903,06,075,017902,1400000US06075017902,06075017902,179.02,San Francisco,CA,Califor,"Census Tract 179.02, San Francisco County, Calif","3,008.00",480.00,"1,698.00",2.01,0.82,1.61,0.89,0.00,0.50,0.97,0.77,2.24,0.63,0.94,0.42,0.00,0.00,0.85,0.00,2.21,0.88,0.82,0.79,0.12,1.72,0.63,0.25,0.59,0.00,0.83,0.41,0.46,0.46,0.46,7.46,0.79,0.81,0.81,0.81,0.95,0.58,0.97,0.77,0.85,0.90,0.53,5.54,0.90,0.01,0.07,0.82,0.72,1.62,0.21,0.00,0.99,0.99,0.66,8.96,0.83,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,9.06,1.50,37.73,5.01,5.79,0.00,0.00,0.78,0.00,2.62,84.16,14.83,0.01,70.46,0.00,41.89,72.10,66.75,11.60,15.80,20.10,41.25,18.00,17.30,1.90,12.00,18.00,4.00,0.00,40.20,20.30,10.60,2.30,19.10,6.70,0.04,0.72,0.01,0.07,0.91,"11,346.07","2,886,013.14"
9904,06,075,018000,1400000US06075018000,06075018000,180,San Francisco,CA,Califor,"Census Tract 180, San Francisco County, Californ","3,457.00",388.00,"15,773.00",0.61,0.14,0.61,0.22,0.00,0.41,0.98,0.81,2.20,0.62,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.13,0.04,0.56,0.00,0.79,0.77,0.00,1.56,0.78,0.32,0.32,0.32,5.49,0.36,0.71,0.71,0.71,0.42,0.30,0.68,0.85,0.04,0.16,0.11,2.56,0.30,0.03,0.03,0.59,0.37,1.03,0.04,0.00,0.98,0.98,0.64,5.28,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.68,1.91,38.89,0.00,100.00,0.00,0.00,0.00,0.00,100.00,23.15,16.33,100.00,100.00,0.00,21.89,53.90,26.14,6.10,6.50,24.40,11.88,2.80,5.60,5.30,5.90,13.70,0.70,0.00,25.20,21.90,7.90,3.40,11.50,6.20,0.06,0.06,0.03,0.05,0.22,"5,138.60","940,390.35"
9905,06,075,020100,1400000US06075020100,06075020100,201,San Francisco,CA,Califor,"Census Tract 201, San Francisco County, Californ","6,343.00",697.00,"6,755.00",1.28,0.51,1.28,0.72,0.00,0.38,0.98,0.78,2.14,0.60,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.55,0.00,0.94,0.07,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.23,0.53,0.79,0.79,0.79,0.64,0.58,0.61,0.98,0.61,0.14,0.76,4.31,0.68,0.25,0.03,0.86,0.89,2.03,0.52,0.44,0.84,1.28,0.77,8.41,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.57,1.76,37.85,0.00,100.00,0.00,0.00,0.00,0.00,100.00,65.94,18.54,100.00,100.00,0.00,87.95,67.60,37.29,11.80,5.70,41.90,29.88,2.60,25.10,11.30,6.80,19.10,11.30,0.40,3.00,26.40,8.30,4.50,12.90,9.80,0.19,0.12,0.11,0.38,0.37,"3,184.37","452,963.96"
9906,06,075,020200,1400000US06075020200,06075020200,202,San Francisco,CA,Califor,"Census Tract 202, San Francisco County, Californ","6,131.00",496.00,"3,938.00",0.97,0.34,0.97,0.49,0.00,0.38,0.98,0.74,2.09,0.59,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.70,0.01,1.10,0.13,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.35,0.56,0.66,0.66,0.66,0.51,0.32,0.50,0.98,0.48,0.08,0.36,3.24,0.44,0.28,0.04,0.64,0.77,1.73,0.28,0.00,0.70,0.70,0.40,6.33,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.55,1.73,36.81,0.00,100.00,0.00,0.00,0.00,0.00,100.00,77.93,17.28,100.00,100.00,0.00,87.95,46.90,30.44,6.50,4.80,41.00,25.57,1.90,12.70,12.00,7.90,14.50,5.10,0.00,1.10,22.80,7.70,4.70,10.60,6.70,0.07,0.04,0.14,0.07,0.13,"2,649.21","338,414.81"
9907,06,075,020300,1400000US06075020300,06075020300,203,San Francisco,CA,Califor,"Census Tract 203, San Francisco County, Californ","3,548.00",256.00,"4,113.00",0.63,0.15,0.63,0.23,0.00,0.37,0.98,0.72,2.07,0.58,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.78,0.01,1.18,0.17,0.79,0.76,0.00,1.55,0.78,0.74,0.74,0.74,6.39,0.57,0.57,0.57,0.57,0.21,0.18,0.09,0.97,0.15,0.04,0.18,1.81,0.16,0.14,0.03,0.17,0.29,0.62,0.02,0.00,0.59,0.59,0.32,3.59,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.51,1.69,36.42,0.00,100.00,0.00,0.00,0.00,0.00,100.00,83.41,17.22,100.00,99.87,0.00,87.95,36.10,15.74,4.10,1.80,37.10,16.54,1.20,7.70,9.00,5.90,7.80,0.40,0.00,0.50,19.50,7.40,4.40,9.80,5.10,0.03,0.02,0.10,0.02,0.07,"2,516.29","282,051.00"
